Gestora;Data;Talão;Classificação;Descrição;Valor
SEFIN;31/01/2017;31.01.0236;1325.02.99.00.00;Remuneração de Outros Depósitos De Recursos não vinculados;39,79
SEDUC;01/02/2017;01.02.0001;1724.02.00.00.00;Transferências de Recursos da Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de V;9.255.861,53
SEDUC;01/02/2017;01.02.0002;1724.02.00.00.00;Transferências de Recursos da Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de V;324.055,49
SEFIN;01/02/2017;01.02.0003;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;6.602,71
SEFIN;01/02/2017;01.02.0004;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;5.365,29
SEFIN;01/02/2017;01.02.0005;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;439,72
SEFIN;01/02/2017;01.02.0006;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;4.244,39
SEFIN;01/02/2017;01.02.0007;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;233,87
SEFIN;01/02/2017;01.02.0008;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;221,92
SEFIN;01/02/2017;01.02.0009;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;126,82
SEFIN;01/02/2017;01.02.0010;1121.29.00.00.00;Taxa de Licença para Execução de Obras;685,16
SEFIN;01/02/2017;01.02.0011;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;31,70
SEFIN;01/02/2017;01.02.0012;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;01/02/2017;01.02.0013;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.351,72
SEFIN;01/02/2017;01.02.0019;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;57.320,86
SEFIN;01/02/2017;01.02.0020;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;20.858,40
SEFIN;01/02/2017;01.02.0021;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;3.667,30
SEFIN;01/02/2017;01.02.0022;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;140.576,65
SEFIN;01/02/2017;01.02.0023;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;115,85
SEFIN;01/02/2017;01.02.0024;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;6.294,42
SEFIN;01/02/2017;01.02.0025;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;7.718,07
SEFIN;01/02/2017;01.02.0026;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;145,29
SEFIN;01/02/2017;01.02.0027;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;13.920,00
SEFIN;01/02/2017;01.02.0028;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;761,05
SEFIN;01/02/2017;01.02.0029;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;356,50
SEFIN;01/02/2017;01.02.0030;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;618,23
SEFIN;01/02/2017;01.02.0031;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;435,93
SEFIN;01/02/2017;01.02.0032;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;1.516,85
SEFIN;01/02/2017;01.02.0033;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;82,43
SEFIN;01/02/2017;01.02.0034;1121.30.00.00.00;Taxa de Autorização de Funcionamento de Transporte;82,43
SEFIN;01/02/2017;01.02.0035;1121.22.00.00.00;Taxa de Serviços Administrativos;31,70
SEFIN;01/02/2017;01.02.0036;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;10.283,40
SEFIN;01/02/2017;01.02.0037;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;443,79
SEFIN;01/02/2017;01.02.0038;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;428,98
SEFIN;01/02/2017;01.02.0039;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.691,83
SEFIN;01/02/2017;01.02.0040;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;137.760,94
SEFIN;01/02/2017;01.02.0041;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;137,68
SEFIN;01/02/2017;01.02.0042;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;3.567,77
SEFIN;01/02/2017;01.02.0043;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.092,05
SEFIN;01/02/2017;01.02.0061;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;130,71
AMT;01/02/2017;01.02.0062;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;426,17
SEFIN;01/02/2017;01.02.0063;1122.99.00.00.00;Outras Taxas pela Prestação de Serviços;349,70
SEFIN;01/02/2017;01.02.0064;1922.99.00.00.00;Outras Restituições;11.912,39
SEFIN;01/02/2017;01.02.0065;1721.99.01.00.00;Outras Transferências da União;4.084,80
SEFIN;02/02/2017;02.02.0001;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;16.619,85
SESA;02/02/2017;02.02.0002;1721.33.11.32.00;Agentes Comunitários de Saúde;474.552,00
SEFIN;02/02/2017;02.02.0003;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;166,64
SEDUC;02/02/2017;02.02.0004;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;508.311,64
SEDUC;02/02/2017;02.02.0005;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;229.429,77
SEFIN;02/02/2017;02.02.0006;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;12.176,91
SEFIN;02/02/2017;02.02.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;215,52
SEFIN;02/02/2017;02.02.0008;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;6.311,01
SEFIN;02/02/2017;02.02.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;22.782,48
SEFIN;02/02/2017;02.02.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;24,34
SEFIN;02/02/2017;02.02.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.298,10
SEFIN;02/02/2017;02.02.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;237,78
SEFIN;02/02/2017;02.02.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;02/02/2017;02.02.0014;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;681,64
SEFIN;02/02/2017;02.02.0015;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;263,19
SEFIN;02/02/2017;02.02.0016;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;82,43
SEFIN;02/02/2017;02.02.0017;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;82,43
SEFIN;02/02/2017;02.02.0018;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;31,70
SEFIN;02/02/2017;02.02.0019;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;02/02/2017;02.02.0020;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;50,00
SEFIN;02/02/2017;02.02.0021;1919.99.00.00.00;Outras Multas;1.916,52
SEFIN;02/02/2017;02.02.0022;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;15.980,83
SEFIN;02/02/2017;02.02.0023;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;240,86
SESA;02/02/2017;02.02.0056;1721.33.11.36.00;NÚCLEO DE APOIO  SAÚDE DA FAMÍLIA;120.000,00
SESA;02/02/2017;02.02.0057;1721.33.11.31.00;Saúde da Família;250.250,00
SESA;02/02/2017;02.02.0058;1721.33.14.15.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;55.750,00
SESA;02/02/2017;02.02.0059;1721.33.11.32.00;Agentes Comunitários de Saúde;963,30
SESA;02/02/2017;02.02.0060;1721.33.11.32.00;Agentes Comunitários de Saúde;50,70
SEFIN;02/02/2017;02.02.0062;1722.01.02.00.00;Cota-Parte do IPVA;1.147.148,83
SEFIN;02/02/2017;02.02.0075;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;706,38
SEFIN;02/02/2017;02.02.0076;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;602,62
SEFIN;02/02/2017;02.02.0077;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;24,00
SEFIN;02/02/2017;02.02.0078;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.579,62
SEFIN;02/02/2017;02.02.0079;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;351,84
SEFIN;02/02/2017;02.02.0080;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;39.385,69
SEFIN;02/02/2017;02.02.0082;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;17,62
SEFIN;02/02/2017;02.02.0083;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.984,50
SEFIN;02/02/2017;02.02.0084;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;25,79
SEFIN;02/02/2017;02.02.0085;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;27,50
SEFIN;02/02/2017;02.02.0086;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;02/02/2017;02.02.0087;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;507,26
SEFIN;02/02/2017;02.02.0088;1121.22.00.00.00;Taxa de Serviços Administrativos;9,52
SEFIN;02/02/2017;02.02.0089;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;5.733,54
SEFIN;02/02/2017;02.02.0090;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;136,50
SEFIN;02/02/2017;02.02.0091;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;21.424,84
SEFIN;02/02/2017;02.02.0093;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;18.715,27
SEFIN;02/02/2017;02.02.0094;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;612,78
SEFIN;02/02/2017;02.02.0095;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.030,18
SESA;02/02/2017;02.02.0097;1721.33.14.15.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;57.300,00
AMT;02/02/2017;02.02.0098;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;603,15
SESA;02/02/2017;02.02.0100;1721.33.14.21.00;INCENTIVO ASSIST. AMBUL. HOSP. E APOIO DIAG. A PROP. INDIG. - IAPI;6.067,00
SESA;03/02/2017;03.02.0094;1721.33.12.11.00;Teto Financeiro;13.200,00
SEFIN;03/02/2017;03.02.0102;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;475,91
SEFIN;03/02/2017;03.02.0123;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;33.591,94
SEFIN;03/02/2017;03.02.0124;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;350,75
SEFIN;03/02/2017;03.02.0125;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.800,00
SEFIN;03/02/2017;03.02.0126;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;2.885,86
SEFIN;03/02/2017;03.02.0127;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;387,50
SEFIN;03/02/2017;03.02.0128;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;925,84
SEFIN;03/02/2017;03.02.0129;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;63,41
SEFIN;03/02/2017;03.02.0130;1121.29.00.00.00;Taxa de Licença para Execução de Obras;8.166,23
SEFIN;03/02/2017;03.02.0131;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;50,00
SEFIN;03/02/2017;03.02.0132;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;12.549,69
SEFIN;03/02/2017;03.02.0133;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;277,34
SEFIN;03/02/2017;03.02.0142;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.920,23
SEFIN;03/02/2017;03.02.0143;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.603,16
SEFIN;03/02/2017;03.02.0144;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;154,50
SEFIN;03/02/2017;03.02.0145;1121.22.00.00.00;Taxa de Serviços Administrativos;4,76
SEFIN;03/02/2017;03.02.0146;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.428,63
SEFIN;03/02/2017;03.02.0147;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;577,42
SEFIN;03/02/2017;03.02.0148;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.791,11
SEFIN;03/02/2017;03.02.0149;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;2.009,00
SEFIN;03/02/2017;03.02.0150;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;41,07
SEFIN;03/02/2017;03.02.0151;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;290,06
SEFIN;03/02/2017;03.02.0152;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;82,43
SEFIN;03/02/2017;03.02.0153;1121.30.00.00.00;Taxa de Autorização de Funcionamento de Transporte;82,43
SEFIN;03/02/2017;03.02.0154;1919.48.00.00.00;Multas Aplicadas pelos Tribunais de Contas;638,35
SEFIN;03/02/2017;03.02.0155;1919.99.00.00.00;Outras Multas;163,28
SEFIN;03/02/2017;03.02.0156;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;4.286,62
SEFIN;03/02/2017;03.02.0157;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;351,48
SEFIN;03/02/2017;03.02.0158;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;201,44
SEFIN;03/02/2017;03.02.0159;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;25,00
SEFIN;03/02/2017;03.02.0160;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;2.377,80
SEFIN;03/02/2017;03.02.0161;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.606,82
SEFIN;03/02/2017;03.02.0162;1919.99.00.00.00;Outras Multas;1.268,16
SESA;03/02/2017;03.02.0163;1721.33.14.11.00;FAEC - NEFROLOGIA;634.601,58
SEDUC;03/02/2017;03.02.0164;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;668,37
SESA;03/02/2017;03.02.0165;1721.33.14.15.00;OUTROS PROGRAMAS FINANC. POR TRANSF. FUNDO A FUNDO;8.099,28
AMT;03/02/2017;03.02.0166;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;64,70
SEFIN;03/02/2017;03.02.0167;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;824,52
SEFIN;06/02/2017;06.02.0001;1113.05.01.01.00;IMPOSTO SOBRE SERVIÇO – SIMPLES NACIONAL;154,06
SEFIN;06/02/2017;06.02.0002;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.761,89
SEFIN;06/02/2017;06.02.0003;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;5.173,00
SEFIN;06/02/2017;06.02.0004;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;699,59
SEFIN;06/02/2017;06.02.0005;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;3.766,00
SEFIN;06/02/2017;06.02.0006;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;4.158,80
SEFIN;06/02/2017;06.02.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;80,10
SEFIN;06/02/2017;06.02.0008;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;1.862,25
SEFIN;06/02/2017;06.02.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;30,30
SEFIN;06/02/2017;06.02.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;16.609,96
SEFIN;06/02/2017;06.02.0011;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;4.359,34
SEFIN;06/02/2017;06.02.0012;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.349,12
SEFIN;06/02/2017;06.02.0013;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;59,50
SEFIN;06/02/2017;06.02.0014;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;475,56
SEFIN;06/02/2017;06.02.0015;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;1.474,23
SEFIN;06/02/2017;06.02.0016;1121.29.00.00.00;Taxa de Licença para Execução de Obras;4.157,43
SEFIN;06/02/2017;06.02.0017;1121.25.00.00.00;Taxa de Licença para Funcionamento de Estabelecimentos Comerciais, Indústrias e Prestadoras de Serviços;70,00
SEFIN;06/02/2017;06.02.0018;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;2.464,05
SEFIN;06/02/2017;06.02.0019;1931.11.00.00.00;Receita da Dívida Ativa do Imposto sobre a Propriedade Predial e Territorial Urbana – IPTU;129,58
SEFIN;06/02/2017;06.02.0020;1931.13.00.00.00;Receita da Dívida Ativa do Imposto sobre Serviços de Qualquer Natureza – ISS;2.622,79
SEFIN;06/02/2017;06.02.0021;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;1.761,28
SEFIN;06/02/2017;06.02.0022;1112.08.00.00.00;Imposto sobre Transmissão “Inter Vivos” de Bens Imóveis e de Direitos Reais sobre Imóveis;1.040,00
SEDUC;06/02/2017;06.02.0023;1325.01.02.00.00;Receita de Remuneração de Depósitos Bancários de Recursos Vinculados Receita de Remuneraç;20,57
AMT;06/02/2017;06.02.0024;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;361,46
SEFIN;07/02/2017;07.02.0001;1722.01.01.00.00;Cota-Parte do ICMS;1.510.808,46
SEFIN;07/02/2017;07.02.0002;1722.01.02.00.00;Cota-Parte do IPVA;197.908,15
SEDUC;07/02/2017;07.02.0003;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;39.581,63
SEDUC;07/02/2017;07.02.0004;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;43.194,74
SEDUC;07/02/2017;07.02.0005;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;302.161,69
SEDUC;07/02/2017;07.02.0006;1724.01.00.00.00;Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionai;875.818,93
SEFIN;07/02/2017;07.02.0007;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;2.961,42
SEFIN;07/02/2017;07.02.0008;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;451,66
SEFIN;07/02/2017;07.02.0009;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;2.085,60
SEFIN;07/02/2017;07.02.0010;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;414,90
SEFIN;07/02/2017;07.02.0011;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;110,96
SEFIN;07/02/2017;07.02.0012;1113.05.01.00.00;Imposto sobre Serviços de Qualquer Natureza;11.583,72
SEFIN;07/02/2017;07.02.0013;1121.17.00.00.00;Taxa de Fiscalização de Vigilância Sanitária;332,90
SEFIN;07/02/2017;07.02.0014;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;173,54
AMT;07/02/2017;07.02.0015;1919.15.00.00.00;Multas Previstas na Legislação de Trânsito;247,30
SEFIN;07/02/2017;07.02.0016;1112.02.00.00.00;Imposto sobre a Propriedade Predial e Territorial Urbana;3.450,75
SEFIN;07/02/2017;07.02.0017;1121.99.00.00.00;Outras Taxas pelo Exercício do Poder de Polícia;164,86
