Identificador do Contrato,UASG,Modalidade da Licitação,Número do Aviso da Licitação,Código do Contrato,Licitação associada,Origem da Licitação,Número,Objeto,Número de Aditivos,Número do Processo,CPF Contratada,CNPJ Contratada,Data de Assinatura,Fundamento Legal,Data de Início da Vigência,Data de Termino da Vigência,Valor inicial,Aditivos do Contrato > uri,Apostilamentos do Contrato > uri,Eventos do Contrato > uri
38005150000011995,380051: DELEG.REG. DO TRAB/SANTA CATARINA,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 38005102000011995,SISPP,00001/1995,"Locao e manuteno de seis maquinas reprograficas fotocopiadora s novas, da marca xerox modelo X5021, com fornecimento de material",5,46220009431/94,,Fornecedor 29.213.386/0053-22: XEROX DO BRASIL LTDA,22/02/1995,"Artigo 22, Inciso II da Lei n 8.666/93",22/02/1995,21/02/1996,"R$ 36,000.00",/contratos/id/contrato/38005150000011995/aditivos,/contratos/id/contrato/38005150000011995/apostilamentos,/contratos/id/contrato/38005150000011995/eventos
15321350000011995,153213: CENTRO FED. DE EDUC. TECNOLÓGICO  UBERABA/MG,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 15321307000011995,SISPP,00001/1995,Prestao de servio de manuteno de telefonia rural.,4,23000056451/98-51,,Fornecedor 21.246.699/0003-06: ENGESET ENGENHARIA E SERVICOS DETELEMATICA SA,20/01/1995,Inciso I do Art. 25 da Lei 8.666/93,20/01/1995,31/12/1995,"R$ 1,221.12",/contratos/id/contrato/15321350000011995/aditivos,/contratos/id/contrato/15321350000011995/apostilamentos,/contratos/id/contrato/15321350000011995/eventos
13006050000011995,130060: SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 13006002000011995,SISPP,00001/1995,"Prestao de servios de asseio, limpeza, conservao e higienizao das dependncias da DFA/ES.",1,21018.000442/9507,,Fornecedor 36.010.882/0001-13: A M CONSTRUCOES E CONSERVACAO LTDA,26/10/1995,"Art. 24, Inciso II",26/10/1995,31/12/1998,"R$ 111,552.80",/contratos/id/contrato/13006050000011995/aditivos,/contratos/id/contrato/13006050000011995/apostilamentos,/contratos/id/contrato/13006050000011995/eventos
20007350000011995,200073: SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL/AM,"1: CONVITE                                           ",00001/1995,"50: CONTRATO                                          ",Licitação 20007301000011995,SISPP,00001/1995,Manuteno das instalaes Eltricas ar condicionado e  tratamento quimico das aguas,4,00000824081/94-78,,Fornecedor 63.710.925/0001-46: AMAZONIA MANUTENCOES E INTALACOESLTDA,01/02/1995,carta convite 001/95,01/02/1995,01/02/1996,"R$ 60,000.00",/contratos/id/contrato/20007350000011995/aditivos,/contratos/id/contrato/20007350000011995/apostilamentos,/contratos/id/contrato/20007350000011995/eventos
41000350000011995,410003: COORDENACAO GERAL DE RECURSOS LOGISTICOS,"2: TOMADA DE PREÇOS                                  ",00002/1994,"50: CONTRATO                                          ",Licitação 41000302000021994,SISPP,00001/1995,"Prestao de servios de operao, assistncia tcnica, manuteno preventiva e corretiva de instalaes de sistema de ar condicionado central, self contained, exausto com ventilao forada, com fornecimento de materiais consumveis e de reposio, no Edifcio Sede do MC.",1,53000.005248/94,,Fornecedor 52.800.273/0001-14: YORKER ENGENHARIA REFRIGERACAO S/A,23/02/1995,Lei 8666/93,23/02/1995,31/12/1995,"R$ 139,800.00",/contratos/id/contrato/41000350000011995/aditivos,/contratos/id/contrato/41000350000011995/apostilamentos,/contratos/id/contrato/41000350000011995/eventos
20002850000011995,200028: MJ-DPF-CTI-COORD. DE TECNOLOGIA DA INFORMAçãO,"3: CONCORRÊNCIA                                      ",00002/1994,"50: CONTRATO                                          ",Licitação 20002803000021994,SISPP,00001/1995,Prestacao de servicos especializados na area de    processamento eletronico de dados.,9,08206000231/94-08,,Fornecedor 00.420.323/0001-34: BRASILIA  EMPRESA  DE  SERVICOSTECNICOS LTDA,06/01/1995,Lei 8.666/93.,06/01/1995,31/12/1995,"R$ 3,284,379.36",/contratos/id/contrato/20002850000011995/aditivos,/contratos/id/contrato/20002850000011995/apostilamentos,/contratos/id/contrato/20002850000011995/eventos
13002150000011995,130021: SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.,"2: TOMADA DE PREÇOS                                  ",00001/1994,"50: CONTRATO                                          ",Licitação 13002102000011994,SISPP,00001/1995,Servios de limpeza e conservao das instalaes do prdio  sede da Delegacia Federal de Agricultura no Piau-DFA/PI.,,21038000971/94-47,,Fornecedor 32.928.418/0001-50: SUBLIME SERVICOS GERAIS LTDA,02/03/1995,"Inciso II do artigo 57, da Lei n 8.666/93 e lelegislaocomplementar.",02/03/1995,02/04/1999,"R$ 5,027.83",/contratos/id/contrato/13002150000011995/aditivos,/contratos/id/contrato/13002150000011995/apostilamentos,/contratos/id/contrato/13002150000011995/eventos
44000650000011995,440006: INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RJ,"1: CONVITE                                           ",000044/1994,"50: CONTRATO                                          ",Licitação 44000601000441994,SISPP,00001/1995,Servio de manuteno preventiva e corretiva com fornecimento de pe as de 02 (dois) aparelhos de ar condicionado central Hitachi.,1,02011000530/94-53,,Fornecedor 33.409.921/0001-61: til Refrigerao Ltda.,10/02/1995,Lei.8666/93 com redao determinada pela Lei. 8883/94,10/02/1995,31/12/1995,"R$ 14,160.00",/contratos/id/contrato/44000650000011995/aditivos,/contratos/id/contrato/44000650000011995/apostilamentos,/contratos/id/contrato/44000650000011995/eventos
13007450000011995,130074: SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.,"2: TOMADA DE PREÇOS                                  ",00002/1995,"50: CONTRATO                                          ",Licitação 13007402000021995,SISPP,00001/1995,"Manuteno corretiva dos veiculos, bem como chapeao dos veiculospertencentes a DFA/RS.",2,21042:1075/95-53,,Fornecedor 90.292.368/0001-63: GRAVATAI VEICULOS LTDA,05/06/1995,Tomada de Preos nr 02/95,05/06/1995,31/12/1995,R$ 62.00,/contratos/id/contrato/13007450000011995/aditivos,/contratos/id/contrato/13007450000011995/apostilamentos,/contratos/id/contrato/13007450000011995/eventos
38003250000011995,380032: DELEG.REGIONAL DO TRABALHO/DRT/MTB/AM,"1: CONVITE                                           ",00009/1994,"50: CONTRATO                                          ",Licitação 38003201000091994,SISPP,00001/1995,Servio de vigilancia ostensiva do predio desta regional,2,24130.010034/94-A,,Fornecedor 07.945.678/0003-58: SERVIS SEGURANCA LTDA,02/01/1995,Lei 8666/93 e suas alteraes legais,02/01/1995,31/12/1995,"R$ 2,808.00",/contratos/id/contrato/38003250000011995/aditivos,/contratos/id/contrato/38003250000011995/apostilamentos,/contratos/id/contrato/38003250000011995/eventos
51051050000011995,510510: GERÊNCIA EXECUTIVA JOÃO PESSOA/PB,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",000067/1995,"50: CONTRATO                                          ",Licitação 51051007000671995,SISPP,00001/1995,"Prestacao de servico de coleta, transporte e entrega de correspon_dencia agrupada, tipo malote SERCA CONVENCIONAL, para esta SEPB.",5,35172003964/95-10,,Fornecedor 34.028.316/0019-32: EMPRESA BRASILEIRA DE CORREIOS ETELEGRAFOS,13/11/1995,"Inciso I, do Artigo 25 da Lei 8.666/93 e suas  alteracoesposteriores.",13/11/1995,12/11/2000,"R$ 1,000.00",/contratos/id/contrato/51051050000011995/aditivos,/contratos/id/contrato/51051050000011995/apostilamentos,/contratos/id/contrato/51051050000011995/eventos
51140150000011995,511401: GERÊNCIA EXECUTIVA PIRACICABA/SP,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"50: CONTRATO                                          ",Licitação 51140107000011995,SISPP,00001/1995,"Locao de imovel de terceiro,  rua Fernando Febeliano da Costa ne 1926, de propriedade do Sr. Nelson Gimenes, para acomodar o PESS em Piracicaba/sp.",,354180000619521,***.949.078-**,,21/12/1995,"Artigo 24/10, lei 8.666/93",21/12/1998,20/12/1999,"R$ 48,000.00",/contratos/id/contrato/51140150000011995/aditivos,/contratos/id/contrato/51140150000011995/apostilamentos,/contratos/id/contrato/51140150000011995/eventos
51141350000011995,511413: GERÊNCIA EXECUTIVA SOROCABA/SP,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 51141306000011995,SISPP,00001/1995,"Locao de imvel, sito a Rua Dr. Steuvax, 193, em So Roque/SP., / onde funciona a Agencia da Previdencia Social, conforme processo 35440.0000 90/9551.",,35440000090/95-51,***.307.158-**,,26/12/1995,Inciso X - Artigo 24 da Lei 8666/93,26/12/1995,25/12/2001,"R$ 51,273.24",/contratos/id/contrato/51141350000011995/aditivos,/contratos/id/contrato/51141350000011995/apostilamentos,/contratos/id/contrato/51141350000011995/eventos
17005550000011995,170055: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/PE,"2: TOMADA DE PREÇOS                                  ",000016/1994,"50: CONTRATO                                          ",Licitação 17005502000161994,SISPP,00001/1995,Prestao de servios de vigilncia armada e desarmada em prdios fazendrios localizados nesta Capital e interior do Estado de Pernambuco.,1,104800100649434,,Fornecedor 40.863.797/0001-75: NORFORTE SEGURANCA LTDA,16/12/1994,"Artigo 22, inciso II da Lei 8.666/93",16/12/1994,15/12/1996,"R$ 17,450.50",/contratos/id/contrato/17005550000011995/aditivos,/contratos/id/contrato/17005550000011995/apostilamentos,/contratos/id/contrato/17005550000011995/eventos
16014350000011995,160143: HOSPITAL MILITAR DE ÁREA DE CAMPO GRANDE,"1: CONVITE                                           ",00006/1995,"50: CONTRATO                                          ",Licitação 16014301000061995,SISPP,00001/1995,"Prestao de servios de limpeza, higienizao e conservao   na forma de execuo indireta e no regime de empreitada por preo global a ser realizado nas reas administrativas do HGeCG.",1,006/95,,Fornecedor 01.242.924/0001-67: EMPRESA DE CONSERVACAO E ASSEIOLTDA,31/03/1995,"Lei Nr 8.666/93, Art. 67 - paragrafo 1.",01/04/1995,01/12/1995,"R$ 29,352.24",/contratos/id/contrato/16014350000011995/aditivos,/contratos/id/contrato/16014350000011995/apostilamentos,/contratos/id/contrato/16014350000011995/eventos
51144150000011995,511441: GERÊNCIA EXECUTIVA RIBEIRÃO PRET/SP,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 51144106000011995,SISPP,00001/1995,"Locaao de um imvel localizado na Av. Pres. Tancredo Neves, 189-Ce ntro, na cidade de Batatais-SP, para instalaao das unidades do INSS.",1,35487000098/94-45,***.693.758-**,,20/03/1995,"Artigo 24, inciso X da lei nr 8.666/93 e alteraoes posteriores.",21/03/1995,20/03/2000,"R$ 24,000.00",/contratos/id/contrato/51144150000011995/aditivos,/contratos/id/contrato/51144150000011995/apostilamentos,/contratos/id/contrato/51144150000011995/eventos
36400151000011995,364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"7: INEXIGIBILIDADE DE LICITAÇÃO                      ",00001/1995,"51: CREDENCIAMENTO                                    ",Licitação 36400107000011995,SISPP,00001/1995,Servios mdico-hospitalares,,000.681/95-4,,Fornecedor 86.703.105/0001-22: HOSPITAL DAS CLINICAS DE JUSCELINOLTDA,06/11/1995,"Artigo 25, caput da Lei 8666/93",06/11/1995,06/11/1997,"R$ 4,643.24",/contratos/id/contrato/36400151000011995/aditivos,/contratos/id/contrato/36400151000011995/apostilamentos,/contratos/id/contrato/36400151000011995/eventos
24001950000011995,240019: DEPTO.COOPER.CIENTIFICA TECNICA E TECNOLOGICA,"3: CONCORRÊNCIA                                      ",00002/1995,"50: CONTRATO                                          ",Licitação 24001903000021995,SISPP,00001/1995,"Contratao dos servios de fornecimento de bilhetes areos nacionais e internacionais, para trechos Brasil-Brasil e Brasil-Exterior, e servios afins.",4,001/95,,Fornecedor 01.017.250/0001-05: VOETUR TURISMO E REPRESENTACOESLTDA,26/10/1995,Lei n 8.666/93.,26/10/1995,25/10/1997,"R$ 600,000.00",/contratos/id/contrato/24001950000011995/aditivos,/contratos/id/contrato/24001950000011995/apostilamentos,/contratos/id/contrato/24001950000011995/eventos
11320150000011995,113201: SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ,"3: CONCORRÊNCIA                                      ",00001/1994,"50: CONTRATO                                          ",Licitação 11320103000011994,SISPP,00001/1995,Prestao de servios de guarda ostensiva e vigilncia armada.,1,1973/94,,Fornecedor 31.376.361/0001-60: TRANSEGUR VIGILANCIA E SEGURANCALTDA,20/03/1995,"Inciso I, Artigo 22 da Lei 8.666/93",20/03/1995,19/03/1996,"R$ 1,268,174.40",/contratos/id/contrato/11320150000011995/aditivos,/contratos/id/contrato/11320150000011995/apostilamentos,/contratos/id/contrato/11320150000011995/eventos
11461050000011995,114610: UNIDADE ESTADUAL DO IBGE NO CEARÁ,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 11461006000011995,SISPP,00001/1995,Contrato de locao de imovel para instalao da Agncia do IBGE no municpio de Juazeiro do Norte/CE.,,03623.000837/95,***.709.533-**,,01/11/1995,"Art. 24, inciso X da Lei n. 8.666/93, alterada  pela  Lein. 8.883/94.",01/12/1995,30/11/1996,"R$ 8,400.00",/contratos/id/contrato/11461050000011995/aditivos,/contratos/id/contrato/11461050000011995/apostilamentos,/contratos/id/contrato/11461050000011995/eventos
36400150000011995,364001: CNPQ - ADMINISTRACAO CENTRAL/DF,"1: CONVITE                                           ",00009/1995,"50: CONTRATO                                          ",Licitação 36400101000091995,SISPP,00001/1995,Manuteno corretiva e preventiva em aparelhos de fax,1,000089/95-8,,Fornecedor 01.026.798/0001-03: PANAVIDEO  TECNOLOGIA ELETRONICALTDA,05/04/1995,"Artigo 23, inciso II , Lei 8666/93",05/04/1995,05/04/1998,"R$ 2,058.00",/contratos/id/contrato/36400150000011995/aditivos,/contratos/id/contrato/36400150000011995/apostilamentos,/contratos/id/contrato/36400150000011995/eventos
13520950000011995,135209: CONAB/SUPERINT.REGIONAL/MT,"2: TOMADA DE PREÇOS                                  ",00006/1995,"50: CONTRATO                                          ",Licitação 13520902000061995,SISPP,00001/1995,"Contratao de pessoa jurdica, para prestao de servio de loca o de veculos automotivos.",,12654/95,,Fornecedor 00.738.797/0001-29: JM LOCADORA DE VECULOS LTDA,03/11/1995,"Lei 8.666/93, Art. 22, Inciso II",03/11/1995,03/11/1996,"R$ 13,800.00",/contratos/id/contrato/13520950000011995/aditivos,/contratos/id/contrato/13520950000011995/apostilamentos,/contratos/id/contrato/13520950000011995/eventos
34302550000011995,343025: CINEMATECA BRASILEIRA,"2: TOMADA DE PREÇOS                                  ",00001/1995,"50: CONTRATO                                          ",Licitação 34302502000011995,SISPP,00001/1995,Contra8tao de servios de vigilancia e segurana na  CINEMATECA BRASILEIRA/IPHAN,7,014740000229591,,Fornecedor 65.037.079/0001-70: EMTEL VIGILANCIA E SEGURANCA SCLTDA,22/06/1995,LEI 8.666/93,30/06/1995,30/06/1997,"R$ 585,031.68",/contratos/id/contrato/34302550000011995/aditivos,/contratos/id/contrato/34302550000011995/apostilamentos,/contratos/id/contrato/34302550000011995/eventos
19311150000011995,193111: IBAMA - SUPERINTENDENCIA ESTADUAL/MG,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 19311106000011995,SISPP,00001/1995,"Locao de um imvel_situado  Av. Santos Dumont 61A, centro, Tres Marias/MG, para servir de escritorio da ESEC de Pirapitinga/IBAMA/MG.",4,02015349/98,***.291.516-**,,01/03/1995,Art. 24 inciso I Lei 8.666/93,01/03/1995,01/03/1996,"R$ 3,000.00",/contratos/id/contrato/19311150000011995/aditivos,/contratos/id/contrato/19311150000011995/apostilamentos,/contratos/id/contrato/19311150000011995/eventos
25002450000011995,250024: MS-ESCRITORIO DE REPR.DO MINIST. DA SAUDE/MS,"6: DISPENSA DE LICITAÇÃO                             ",00001/1995,"50: CONTRATO                                          ",Licitação 25002406000011995,SISPP,00001/1995,Locao de Imvel para instalao deste Ncleo/MS,1,33117.008595/95,,Fornecedor 26.857.631/0001-15: CONDOMINIO EDIFICIO CRUZ DE MALTA,01/03/1995,Dispensa de Licitao fundamentada no Inciso X do  Art.24da Lei 8.666/93.,01/03/1995,31/12/1995,"R$ 75,000.00",/contratos/id/contrato/25002450000011995/aditivos,/contratos/id/contrato/25002450000011995/apostilamentos,/contratos/id/contrato/25002450000011995/eventos
51139350000011995,511393: GERÊNCIA EXECUTIVA TAUBATE/SP,"6: DISPENSA DE LICITAÇÃO                             ",00005/1995,"50: CONTRATO                                          ",Licitação 51139306000051995,SISPP,00001/1995,"cONTRATO DE LOCAO DO IMVEL SITUADO A rUA cOM.cUSTDIO vIEIRA, NR 78/74 EM LORENA/SP, PARA REINSTALAO DA aps LOCAL , DURANTE O EXERCICIO DE 2001, CONF. PT 35410000093/95-41.",,35410000093/95/41,***.366.688-**,,21/12/1995,LEI 8666/93 ARTIGO 24 INCISO 10,21/12/2000,20/12/2001,"R$ 40,832.40",/contratos/id/contrato/51139350000011995/aditivos,/contratos/id/contrato/51139350000011995/apostilamentos,/contratos/id/contrato/51139350000011995/eventos
51048050000011995,510480: GERÊNCIA EXECUTIVA RIO BRANCO/AC,"1: CONVITE                                           ",00006/1995,"50: CONTRATO                                          ",Licitação 51048001000061995,SISPP,00001/1995,"Contrataao de firma especializada para a execuao de servios  de manutenao preventiva e corretiva de redes telefonicas, operaao de  centrais.",9,35009000164/95-11,,Fornecedor 63.596.142/0001-83: M A CORREIA DE CARVALHO,29/09/1995,"Inciso I, do art. 23 da Lei 8.666/93",01/10/1995,30/09/1996,"R$ 53,803.20",/contratos/id/contrato/51048050000011995/aditivos,/contratos/id/contrato/51048050000011995/apostilamentos,/contratos/id/contrato/51048050000011995/eventos
